pde,metric,n,mean,std,median,min,max,cv,bootstrap_ci95_lo,bootstrap_ci95_hi
hyperbolic,rel_l2_test,5,0.17663229115838902,0.009437160690584168,0.18172298669269754,0.16239237472895338,0.18403651116731717,0.05342828668921989,0.16843734147796743,0.18334782527635757
hyperbolic,heldout_residual_mse,5,0.23062345385551453,0.02366678790366471,0.21983836591243744,0.21392107009887695,0.2719910740852356,0.1026209065383781,0.2172757774591446,0.2515823721885681
hyperbolic,heldout_entropy_violation,5,0.04112124890089035,0.0071973658600076006,0.041671041399240494,0.03360360115766525,0.05203495919704437,0.17502790047438868,0.03582148924469948,0.04688030406832695
hyperbolic,rel_l1_test,5,0.1655171013917922,0.018996150587934985,0.17004978727662617,0.1368460211707415,0.1839000563144405,0.11476850686848108,0.14946554114187546,0.17936721731409427
hyperbolic,final_time_rel_l1,5,0.1050871434421902,0.03077047392718987,0.12235602310915752,0.07036673126925316,0.13130587693782295,0.2928091193583267,0.08173611353560446,0.12843817334877594
hyperbolic,final_time_rel_l2,5,0.12335720009313875,0.028359340896069656,0.13612450555309388,0.08955903326655641,0.1532993800205315,0.22989611368170987,0.10129603628503622,0.14493906254380923
hyperbolic,ic_max_abs,5,0.9520857691764831,0.056724375955712746,0.9245131015777588,0.8962053060531616,1.030138373374939,0.05957906082849774,0.9101177215576172,0.9999974370002747
hyperbolic,shock_location_error_final,5,0.015000000000000036,0.015411035007422474,0.012500000000000178,0.0024999999999999467,0.040000000000000036,1.0274023338281624,0.004499999999999993,0.028000000000000025
hyperbolic,shock_width_final,5,2.1405,0.022871926022965266,2.1525,2.1,2.1525,0.0106853193286453,2.1195,2.1525
hyperbolic,overshoot,5,0.002714061737060547,0.006068826539198544,0.0,0.0,0.013570308685302734,2.23606797749979,0.0,0.008142185211181641
hyperbolic,undershoot,5,0.021200276911258698,0.01728824262497722,0.01587624102830887,0.005079947412014008,0.04359313100576401,0.8154724911067583,0.00780249685049057,0.03459805697202682
hyperbolic,mean_entropy_violation_eval,5,0.05891638100147247,0.007959558464608945,0.05837268754839897,0.05110255628824234,0.0717896819114685,0.1350992428474182,0.053324929624795916,0.06573720499873162
hyperbolic,max_entropy_violation_eval,5,7.765783500671387,1.0786686686832463,7.880413055419922,6.444462776184082,9.148548126220703,0.1389001726084677,6.946752548217773,8.585387368202213
hyperbolic,min_pred,5,-0.021200276911258698,0.01728824262497722,-0.01587624102830887,-0.04359313100576401,-0.005079947412014008,0.8154724911067583,-0.03459805697202682,-0.00780249685049057
hyperbolic,max_pred,5,1.960343599319458,0.031718166139832825,1.948952078819275,1.9313089847564697,2.0135703086853027,0.01617990139628784,1.9403627157211303,1.9877230167388915
hyperbolic,train_seconds,5,638.5845970153808,484.66566434838705,357.0263841152191,319.84004402160645,1444.1108210086823,0.7589686106016639,329.4455551624298,1079.7715182304382
hyperbolic,epochs,5,6000.0,0.0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0
